,Date,Home Team,Home Score,Road Team,Road Score,Venue
925,2019-03-01T01:00:00.000Z,OKL,104,PHI,108,Chesapeake Energy Arena
926,2019-03-01T03:30:00.000Z,DEN,104,UTA,111,Pepsi Center
927,2019-03-02T00:30:00.000Z,ATL,161,CHI,168,State Farm Arena
928,2019-03-02T00:30:00.000Z,BRO,112,CHA,123,Barclays Center
929,2019-03-02T01:00:00.000Z,TOR,119,POR,117,Scotiabank Arena
930,2019-03-02T01:00:00.000Z,BOS,107,WAS,96,TD Garden
931,2019-03-02T02:00:00.000Z,PHX,116,NOP,130,Talking Stick Resort Arena
932,2019-03-02T03:00:00.000Z,SAC,109,LAC,116,Golden 1 Center
933,2019-03-02T03:30:00.000Z,LAL,120,MIL,131,Staples Center
934,2019-03-02T22:00:00.000Z,CLE,93,DET,129,Quicken Loans Arena
935,2019-03-03T00:00:00.000Z,IND,112,ORL,117,Bankers Life Fieldhouse
936,2019-03-03T00:30:00.000Z,MIA,117,BRO,88,American Airlines Arena
937,2019-03-03T01:30:00.000Z,PHI,117,GSW,120,Wells Fargo Center
938,2019-03-03T01:30:00.000Z,DAL,81,MEM,111,American Airlines Center
939,2019-03-03T01:30:00.000Z,SAS,116,OKL,102,AT&T Center
940,2019-03-03T02:00:00.000Z,DEN,112,NOP,120,Pepsi Center
941,2019-03-03T02:00:00.000Z,PHX,118,LAL,109,Talking Stick Resort Arena
942,2019-03-03T02:00:00.000Z,UTA,115,MIL,111,Vivint Smart Home Arena
943,2019-03-03T18:00:00.000Z,CHA,108,POR,118,Spectrum Center
944,2019-03-03T20:30:00.000Z,BOS,104,HOU,115,TD Garden
945,2019-03-03T20:30:00.000Z,CHI,118,ATL,123,United Center
946,2019-03-03T20:30:00.000Z,LAC,128,NYK,107,Staples Center
947,2019-03-03T23:00:00.000Z,CLE,107,ORL,93,Quicken Loans Arena
948,2019-03-03T23:00:00.000Z,DET,112,TOR,107,Little Caesars Arena
949,2019-03-03T23:00:00.000Z,WAS,135,MIN,121,Capital One Arena
950,2019-03-04T00:00:00.000Z,OKL,99,MEM,95,Chesapeake Energy Arena
951,2019-03-05T00:30:00.000Z,BRO,127,DAL,88,Barclays Center
952,2019-03-05T00:30:00.000Z,MIA,114,ATL,113,American Airlines Arena
953,2019-03-05T01:30:00.000Z,SAS,104,DEN,103,AT&T Center
954,2019-03-05T02:00:00.000Z,PHX,114,MIL,105,Talking Stick Resort Arena
955,2019-03-05T02:00:00.000Z,UTA,112,NOP,115,Vivint Smart Home Arena
956,2019-03-05T03:00:00.000Z,SAC,115,NYK,108,Golden 1 Center
957,2019-03-05T03:30:00.000Z,LAL,105,LAC,113,Staples Center
958,2019-03-06T00:00:00.000Z,IND,105,CHI,96,Bankers Life Fieldhouse
959,2019-03-06T00:00:00.000Z,PHI,114,ORL,106,Wells Fargo Center
960,2019-03-06T01:00:00.000Z,TOR,95,HOU,107,Scotiabank Arena
961,2019-03-06T01:00:00.000Z,MEM,120,POR,111,FedEx Forum
962,2019-03-06T01:00:00.000Z,MIN,131,OKL,120,Target Center
963,2019-03-06T03:30:00.000Z,GSW,95,BOS,128,Oracle Arena
964,2019-03-07T00:00:00.000Z,CHA,84,MIA,91,Spectrum Center
965,2019-03-07T00:00:00.000Z,DET,131,MIN,114,Little Caesars Arena
966,2019-03-07T00:00:00.000Z,WAS,132,DAL,123,Capital One Arena
967,2019-03-07T00:30:00.000Z,ATL,104,SAS,111,State Farm Arena
968,2019-03-07T00:30:00.000Z,BRO,113,CLE,107,Barclays Center
969,2019-03-07T01:00:00.000Z,CHI,108,PHI,107,United Center
970,2019-03-07T01:00:00.000Z,NOP,104,UTA,114,Smoothie King Center
971,2019-03-07T02:00:00.000Z,PHX,107,NYK,96,Talking Stick Resort Arena
972,2019-03-07T03:00:00.000Z,SAC,109,BOS,111,Golden 1 Center
973,2019-03-07T03:30:00.000Z,LAL,99,DEN,115,Staples Center
974,2019-03-08T01:00:00.000Z,MIL,117,IND,98,Fiserv Forum
975,2019-03-08T03:30:00.000Z,POR,121,OKL,129,Moda Center
976,2019-03-09T00:00:00.000Z,CHA,112,WAS,111,Spectrum Center
977,2019-03-09T00:00:00.000Z,ORL,111,DAL,106,Amway Center
978,2019-03-09T01:00:00.000Z,MIA,126,CLE,110,American Airlines Arena
979,2019-03-09T01:00:00.000Z,CHI,104,DET,112,United Center
980,2019-03-09T01:00:00.000Z,HOU,107,PHI,91,Toyota Center
981,2019-03-09T01:00:00.000Z,MEM,114,UTA,104,FedEx Forum
982,2019-03-09T01:00:00.000Z,NOP,104,TOR,127,Smoothie King Center
983,2019-03-09T03:30:00.000Z,GSW,122,DEN,105,Oracle Arena
984,2019-03-09T03:30:00.000Z,LAC,118,OKL,110,Staples Center
985,2019-03-09T17:00:00.000Z,NYK,94,SAC,102,Madison Square Garden
986,2019-03-10T00:00:00.000Z,ATL,112,BRO,114,State Farm Arena
987,2019-03-10T01:00:00.000Z,MIN,135,WAS,130,Target Center
988,2019-03-10T01:30:00.000Z,LAL,107,BOS,120,Staples Center
989,2019-03-10T02:00:00.000Z,MIL,131,CHA,114,Fiserv Forum
990,2019-03-10T03:00:00.000Z,POR,127,PHX,120,Moda Center
991,2019-03-10T16:00:00.000Z,DET,131,CHI,108,Little Caesars Arena
992,2019-03-10T19:30:00.000Z,MIA,104,TOR,125,American Airlines Arena
993,2019-03-10T19:30:00.000Z,PHI,106,IND,89,Wells Fargo Center
994,2019-03-10T22:00:00.000Z,ATL,128,NOP,116,State Farm Arena
995,2019-03-10T22:00:00.000Z,MEM,105,ORL,97,FedEx Forum
996,2019-03-10T23:00:00.000Z,DAL,93,HOU,94,American Airlines Center
997,2019-03-11T00:00:00.000Z,MIN,103,NYK,92,Target Center
998,2019-03-11T00:00:00.000Z,SAS,121,MIL,114,AT&T Center
999,2019-03-11T00:30:00.000Z,GSW,111,PHX,115,Oracle Arena
1000,2019-03-11T23:00:00.000Z,CLE,126,TOR,101,Quicken Loans Arena
1001,2019-03-11T23:00:00.000Z,WAS,121,SAC,115,Capital One Arena
1002,2019-03-11T23:30:00.000Z,BRO,103,DET,75,Barclays Center
1003,2019-03-12T00:00:00.000Z,HOU,118,CHA,106,Toyota Center
1004,2019-03-12T01:00:00.000Z,UTA,89,OKL,98,Vivint Smart Home Arena
1005,2019-03-12T02:30:00.000Z,LAC,140,BOS,115,Staples Center
1006,2019-03-12T23:00:00.000Z,IND,103,NYK,98,Bankers Life Fieldhouse
1007,2019-03-12T23:00:00.000Z,PHI,106,CLE,99,Wells Fargo Center
1008,2019-03-13T00:00:00.000Z,CHI,107,LAL,123,United Center
1009,2019-03-13T00:00:00.000Z,NOP,113,MIL,130,Smoothie King Center
1010,2019-03-13T00:00:00.000Z,DAL,105,SAS,112,American Airlines Center
1011,2019-03-13T02:30:00.000Z,DEN,133,MIN,107,Pepsi Center
1012,2019-03-13T02:30:00.000Z,LAC,104,POR,125,Staples Center
1013,2019-03-13T23:00:00.000Z,WAS,100,ORL,90,Capital One Arena
1014,2019-03-13T23:00:00.000Z,OKL,108,BRO,96,Chesapeake Energy Arena
1015,2019-03-13T23:30:00.000Z,MIA,108,DET,74,American Airlines Arena
1016,2019-03-13T23:30:00.000Z,ATL,132,MEM,111,State Farm Arena
1017,2019-03-14T01:30:00.000Z,HOU,104,GSW,106,Toyota Center
1018,2019-03-14T02:00:00.000Z,PHX,97,UTA,114,Talking Stick Resort Arena
1019,2019-03-14T23:00:00.000Z,IND,108,OKL,106,Bankers Life Fieldhouse
1020,2019-03-14T23:00:00.000Z,ORL,120,CLE,91,Amway Center
1021,2019-03-14T23:30:00.000Z,BOS,126,SAC,120,TD Garden
1022,2019-03-15T00:00:00.000Z,TOR,111,LAL,98,Scotiabank Arena
1023,2019-03-15T01:00:00.000Z,UTA,120,MIN,100,Vivint Smart Home Arena
1024,2019-03-15T02:30:00.000Z,DEN,100,DAL,99,Pepsi Center
1025,2019-03-15T23:00:00.000Z,DET,111,LAL,97,Little Caesars Arena
1026,2019-03-15T23:00:00.000Z,PHI,123,SAC,114,Wells Fargo Center
1027,2019-03-15T23:00:00.000Z,WAS,110,CHA,116,Capital One Arena
1028,2019-03-16T00:00:00.000Z,MIA,98,MIL,113,American Airlines Arena
1029,2019-03-16T00:00:00.000Z,HOU,108,PHX,102,Toyota Center
1030,2019-03-16T00:00:00.000Z,NOP,110,POR,122,Smoothie King Center
1031,2019-03-16T00:30:00.000Z,SAS,109,NYK,83,AT&T Center
1032,2019-03-16T02:30:00.000Z,LAC,128,CHI,121,Staples Center
1033,2019-03-16T16:30:00.000Z,BOS,129,ATL,120,TD Garden
1034,2019-03-16T23:00:00.000Z,WAS,135,MEM,128,Capital One Arena
1035,2019-03-16T23:00:00.000Z,NOP,136,PHX,138,Smoothie King Center
1036,2019-03-17T00:30:00.000Z,DAL,121,CLE,116,American Airlines Center
1037,2019-03-17T00:30:00.000Z,OKL,88,GSW,110,Chesapeake Energy Arena
1038,2019-03-17T00:30:00.000Z,SAS,108,POR,103,AT&T Center
1039,2019-03-17T01:00:00.000Z,DEN,102,IND,100,Pepsi Center
1040,2019-03-17T01:00:00.000Z,UTA,114,BRO,98,Vivint Smart Home Arena
1041,2019-03-17T16:00:00.000Z,NYK,124,LAL,123,Madison Square Garden
1042,2019-03-17T17:00:00.000Z,MIA,93,CHA,75,American Airlines Arena
1043,2019-03-17T19:30:00.000Z,MIL,125,PHI,130,Fiserv Forum
1044,2019-03-17T20:00:00.000Z,DET,110,TOR,107,Little Caesars Arena
1045,2019-03-17T22:00:00.000Z,ORL,101,ATL,91,Amway Center
1046,2019-03-17T22:00:00.000Z,SAC,129,CHI,102,Golden 1 Center
1047,2019-03-18T01:00:00.000Z,HOU,117,MIN,102,Toyota Center
1048,2019-03-18T01:00:00.000Z,LAC,119,BRO,116,Staples Center
1049,2019-03-18T23:00:00.000Z,CLE,126,DET,119,Quicken Loans Arena
1050,2019-03-18T23:00:00.000Z,WAS,95,UTA,116,Capital One Arena
1051,2019-03-18T23:30:00.000Z,BOS,105,DEN,114,TD Garden
1052,2019-03-18T23:30:00.000Z,TOR,128,NYK,92,Scotiabank Arena
1053,2019-03-19T00:00:00.000Z,OKL,107,MIA,116,Chesapeake Energy Arena
1054,2019-03-19T00:00:00.000Z,SAS,111,GSW,105,AT&T Center
1055,2019-03-19T00:30:00.000Z,DAL,125,NOP,129,American Airlines Center
1056,2019-03-19T02:00:00.000Z,PHX,101,CHI,116,Talking Stick Resort Arena
1057,2019-03-19T02:30:00.000Z,POR,106,IND,98,Moda Center
1058,2019-03-19T23:00:00.000Z,CHA,114,PHI,118,Spectrum Center
1059,2019-03-19T23:30:00.000Z,ATL,105,HOU,121,State Farm Arena
1060,2019-03-20T00:00:00.000Z,MIL,115,LAL,101,Fiserv Forum
1061,2019-03-20T00:00:00.000Z,MIN,107,GSW,117,Target Center
1062,2019-03-20T02:00:00.000Z,SAC,121,BRO,123,Golden 1 Center
1063,2019-03-20T02:30:00.000Z,LAC,115,IND,109,Staples Center
1064,2019-03-20T23:00:00.000Z,CLE,107,MIL,102,Quicken Loans Arena
1065,2019-03-20T23:00:00.000Z,ORL,119,NOP,96,Amway Center
1066,2019-03-20T23:00:00.000Z,PHI,118,BOS,115,Wells Fargo Center
1067,2019-03-20T23:30:00.000Z,NYK,116,UTA,137,Madison Square Garden
1068,2019-03-21T00:00:00.000Z,CHI,126,WAS,120,United Center
1069,2019-03-21T00:00:00.000Z,MEM,126,HOU,125,FedEx Forum
1070,2019-03-21T00:30:00.000Z,SAS,105,MIA,110,AT&T Center
1071,2019-03-21T01:30:00.000Z,OKL,114,TOR,123,Chesapeake Energy Arena
1072,2019-03-21T02:00:00.000Z,POR,126,DAL,118,Moda Center
1073,2019-03-21T23:00:00.000Z,CHA,113,MIN,106,Spectrum Center
1074,2019-03-21T23:00:00.000Z,WAS,108,DEN,113,Capital One Arena
1075,2019-03-21T23:30:00.000Z,ATL,117,UTA,114,State Farm Arena
1076,2019-03-22T02:00:00.000Z,PHX,98,DET,118,Talking Stick Resort Arena
1077,2019-03-22T02:00:00.000Z,SAC,116,DAL,100,Golden 1 Center
1078,2019-03-22T02:30:00.000Z,GSW,112,IND,89,Oracle Arena
1079,2019-03-22T23:00:00.000Z,ORL,123,MEM,119,Amway Center
1080,2019-03-22T23:30:00.000Z,CLE,108,LAC,110,Quicken Loans Arena
1081,2019-03-22T23:30:00.000Z,NYK,93,DEN,111,Madison Square Garden
1082,2019-03-22T23:30:00.000Z,TOR,109,OKL,116,Scotiabank Arena
1083,2019-03-23T00:00:00.000Z,HOU,111,SAS,105,Toyota Center
1084,2019-03-23T00:30:00.000Z,MIL,116,MIA,87,Fiserv Forum
1085,2019-03-23T02:30:00.000Z,LAL,106,BRO,111,Staples Center
1086,2019-03-23T22:00:00.000Z,CHA,124,BOS,117,Spectrum Center
1087,2019-03-23T23:00:00.000Z,WAS,108,MIA,113,Capital One Arena
1088,2019-03-23T23:30:00.000Z,ATL,129,PHI,127,State Farm Arena
1089,2019-03-24T00:00:00.000Z,CHI,83,UTA,114,United Center
1090,2019-03-24T00:00:00.000Z,MEM,99,MIN,112,FedEx Forum
1091,2019-03-24T00:30:00.000Z,GSW,91,DAL,126,Oracle Arena
1092,2019-03-24T02:00:00.000Z,POR,117,DET,112,Moda Center
1093,2019-03-24T02:00:00.000Z,SAC,112,PHX,103,Golden 1 Center
1094,2019-03-24T16:00:00.000Z,NYK,113,LAC,124,Madison Square Garden
1095,2019-03-24T20:30:00.000Z,MIL,127,CLE,105,Fiserv Forum
1096,2019-03-24T21:00:00.000Z,IND,124,DEN,88,Bankers Life Fieldhouse
1097,2019-03-24T22:00:00.000Z,TOR,114,CHA,115,Scotiabank Arena
1098,2019-03-24T23:00:00.000Z,NOP,90,HOU,113,Smoothie King Center
1099,2019-03-24T23:30:00.000Z,BOS,96,SAS,115,TD Garden
1100,2019-03-25T00:30:00.000Z,GSW,121,DET,114,Oracle Arena
1101,2019-03-25T01:30:00.000Z,LAL,111,SAC,106,Staples Center
1102,2019-03-25T23:00:00.000Z,ORL,119,PHI,98,Amway Center
1103,2019-03-26T00:00:00.000Z,MEM,115,OKL,103,FedEx Forum
1104,2019-03-26T01:00:00.000Z,UTA,125,PHX,92,Vivint Smart Home Arena
1105,2019-03-26T02:00:00.000Z,POR,148,BRO,144,Moda Center
1106,2019-03-26T23:00:00.000Z,CHA,125,SAS,116,Spectrum Center
1107,2019-03-26T23:00:00.000Z,CLE,106,BOS,116,Quicken Loans Arena
1108,2019-03-26T23:30:00.000Z,MIA,99,ORL,104,American Airlines Arena
1109,2019-03-26T23:30:00.000Z,TOR,112,CHI,103,Scotiabank Arena
1110,2019-03-27T00:00:00.000Z,MIL,108,HOU,94,Fiserv Forum
1111,2019-03-27T00:00:00.000Z,MIN,111,LAC,122,Target Center
1112,2019-03-27T00:00:00.000Z,NOP,120,ATL,130,Smoothie King Center
1113,2019-03-27T00:30:00.000Z,DAL,121,SAC,125,American Airlines Center
1114,2019-03-27T01:00:00.000Z,DEN,95,DET,92,Pepsi Center
1115,2019-03-27T02:30:00.000Z,LAL,124,WAS,106,Staples Center
1116,2019-03-28T00:00:00.000Z,CHI,98,POR,118,United Center
1117,2019-03-28T00:00:00.000Z,MEM,103,GSW,118,FedEx Forum
1118,2019-03-28T00:00:00.000Z,OKL,107,IND,99,Chesapeake Energy Arena
1119,2019-03-28T02:00:00.000Z,PHX,121,WAS,124,Talking Stick Resort Arena
1120,2019-03-28T02:30:00.000Z,UTA,115,LAL,100,Vivint Smart Home Arena
1121,2019-03-28T23:00:00.000Z,DET,115,ORL,98,Little Caesars Arena
1122,2019-03-28T23:00:00.000Z,PHI,123,BRO,110,Wells Fargo Center
1123,2019-03-28T23:30:00.000Z,MIA,105,DAL,99,American Airlines Arena
1124,2019-03-28T23:30:00.000Z,NYK,92,TOR,117,Madison Square Garden
1125,2019-03-29T00:00:00.000Z,HOU,112,DEN,85,Toyota Center
1126,2019-03-29T00:00:00.000Z,MIL,128,LAC,118,Fiserv Forum
1127,2019-03-29T00:00:00.000Z,NOP,121,SAC,118,Smoothie King Center
1128,2019-03-29T00:30:00.000Z,SAS,116,CLE,110,AT&T Center
1129,2019-03-29T23:00:00.000Z,BOS,114,IND,112,TD Garden
1130,2019-03-29T23:30:00.000Z,ATL,98,POR,118,State Farm Arena
1131,2019-03-30T00:00:00.000Z,MIN,131,GSW,130,Target Center
1132,2019-03-30T00:00:00.000Z,OKL,105,DEN,115,Chesapeake Energy Arena
1133,2019-03-30T01:00:00.000Z,UTA,128,WAS,124,Vivint Smart Home Arena
1134,2019-03-30T02:30:00.000Z,LAL,129,CHA,115,Staples Center
1135,2019-03-30T19:30:00.000Z,LAC,132,CLE,108,Staples Center
1136,2019-03-30T22:00:00.000Z,BRO,110,BOS,96,Barclays Center
1137,2019-03-30T22:00:00.000Z,HOU,119,SAC,108,Toyota Center
1138,2019-03-30T23:00:00.000Z,DET,99,POR,90,Little Caesars Arena
1139,2019-03-30T23:00:00.000Z,IND,116,ORL,121,Bankers Life Fieldhouse
1140,2019-03-30T23:30:00.000Z,NYK,92,MIA,100,Madison Square Garden
1141,2019-03-31T00:00:00.000Z,CHI,101,TOR,124,United Center
1142,2019-03-31T00:00:00.000Z,MIN,109,PHI,118,Target Center
1143,2019-03-31T02:00:00.000Z,PHX,115,MEM,120,Talking Stick Resort Arena
1144,2019-03-31T16:30:00.000Z,ATL,136,MIL,135,State Farm Arena
1145,2019-03-31T19:30:00.000Z,OKL,103,DAL,106,Chesapeake Energy Arena
1146,2019-03-31T22:00:00.000Z,NOP,102,LAL,130,Smoothie King Center
1147,2019-03-31T23:00:00.000Z,SAS,106,SAC,113,AT&T Center
1148,2019-04-01T00:00:00.000Z,DEN,90,WAS,95,Pepsi Center
1149,2019-04-01T00:30:00.000Z,GSW,137,CHA,90,Oracle Arena
1150,2019-04-01T02:30:00.000Z,LAC,113,MEM,96,Staples Center
1151,2019-04-01T23:00:00.000Z,IND,111,DET,102,Bankers Life Fieldhouse
1152,2019-04-01T23:30:00.000Z,BOS,110,MIA,105,TD Garden
1153,2019-04-01T23:30:00.000Z,BRO,121,MIL,131,Barclays Center
1154,2019-04-01T23:30:00.000Z,NYK,113,CHI,105,Madison Square Garden
1155,2019-04-01T23:30:00.000Z,TOR,121,ORL,109,Scotiabank Arena
1156,2019-04-02T00:00:00.000Z,MIN,122,POR,132,Target Center
1157,2019-04-02T00:30:00.000Z,DAL,122,PHI,102,American Airlines Center
1158,2019-04-02T01:00:00.000Z,UTA,111,CHA,102,Vivint Smart Home Arena
1159,2019-04-02T02:00:00.000Z,PHX,122,CLE,113,Talking Stick Resort Arena
1160,2019-04-03T00:00:00.000Z,OKL,119,LAL,103,Chesapeake Energy Arena
1161,2019-04-03T00:30:00.000Z,SAS,117,ATL,111,AT&T Center
1162,2019-04-03T02:00:00.000Z,SAC,105,HOU,130,Golden 1 Center
1163,2019-04-03T02:30:00.000Z,GSW,116,DEN,102,Oracle Arena
1164,2019-04-03T23:00:00.000Z,DET,89,IND,108,Little Caesars Arena
1165,2019-04-03T23:00:00.000Z,ORL,114,NYK,100,Amway Center
1166,2019-04-03T23:00:00.000Z,WAS,114,CHI,115,Capital One Arena
1167,2019-04-03T23:30:00.000Z,ATL,130,PHI,122,State Farm Arena
1168,2019-04-03T23:30:00.000Z,BRO,105,TOR,115,Barclays Center
1169,2019-04-03T23:30:00.000Z,MIA,102,BOS,112,American Airlines Arena
1170,2019-04-04T00:00:00.000Z,NOP,109,CHA,115,Smoothie King Center
1171,2019-04-04T00:30:00.000Z,DAL,108,MIN,110,American Airlines Center
1172,2019-04-04T01:00:00.000Z,DEN,113,SAS,85,Pepsi Center
1173,2019-04-04T02:00:00.000Z,PHX,97,UTA,118,Talking Stick Resort Arena
1174,2019-04-04T02:00:00.000Z,POR,116,MEM,89,Moda Center
1175,2019-04-04T02:30:00.000Z,LAC,103,HOU,135,Staples Center
1176,2019-04-05T00:00:00.000Z,PHI,122,MIL,128,Wells Fargo Center
1177,2019-04-05T02:00:00.000Z,SAC,117,CLE,104,Golden 1 Center
1178,2019-04-05T02:30:00.000Z,LAL,90,GSW,108,Staples Center
1179,2019-04-05T23:00:00.000Z,CHA,113,TOR,111,Spectrum Center
1180,2019-04-05T23:00:00.000Z,ORL,149,ATL,113,Amway Center
1181,2019-04-05T23:00:00.000Z,WAS,112,SAS,129,Capital One Arena
1182,2019-04-06T00:00:00.000Z,IND,97,BOS,117,Bankers Life Fieldhouse
1183,2019-04-06T00:00:00.000Z,HOU,120,NYK,96,Toyota Center
1184,2019-04-06T00:00:00.000Z,MIN,111,MIA,109,Target Center
1185,2019-04-06T00:00:00.000Z,OKL,123,DET,110,Chesapeake Energy Arena
1186,2019-04-06T00:30:00.000Z,DAL,112,MEM,122,American Airlines Center
1187,2019-04-06T01:00:00.000Z,UTA,119,SAC,98,Vivint Smart Home Arena
1188,2019-04-06T02:00:00.000Z,PHX,133,NOP,126,Talking Stick Resort Arena
1189,2019-04-06T02:30:00.000Z,DEN,119,POR,110,Pepsi Center
1190,2019-04-06T02:30:00.000Z,GSW,120,CLE,114,Oracle Arena
1191,2019-04-06T02:30:00.000Z,LAC,117,LAL,122,Staples Center
1192,2019-04-06T21:00:00.000Z,MIL,128,BRO,133,Fiserv Forum
1193,2019-04-07T00:00:00.000Z,CHI,96,PHI,116,United Center
1194,2019-04-07T16:00:00.000Z,TOR,117,MIA,109,Scotiabank Arena
1195,2019-04-07T19:00:00.000Z,CLE,90,SAS,112,Quicken Loans Arena
1196,2019-04-07T19:30:00.000Z,MIN,126,OKL,132,Target Center
1197,2019-04-07T20:00:00.000Z,DET,91,CHA,104,Little Caesars Arena
1198,2019-04-07T21:00:00.000Z,IND,96,BRO,108,Bankers Life Fieldhouse
1199,2019-04-07T22:00:00.000Z,MEM,127,DAL,129,FedEx Forum
1200,2019-04-07T23:00:00.000Z,MIL,115,ATL,107,Fiserv Forum
1201,2019-04-07T23:00:00.000Z,HOU,149,PHX,113,Toyota Center
1202,2019-04-07T23:30:00.000Z,BOS,108,ORL,116,TD Garden
1203,2019-04-07T23:30:00.000Z,NYK,113,WAS,110,Madison Square Garden
1204,2019-04-08T00:30:00.000Z,GSW,131,LAC,104,Oracle Arena
1205,2019-04-08T01:00:00.000Z,POR,115,DEN,108,Moda Center
1206,2019-04-08T01:00:00.000Z,SAC,129,NOP,133,Golden 1 Center
1207,2019-04-08T01:30:00.000Z,LAL,113,UTA,109,Staples Center
1208,2019-04-09T23:00:00.000Z,CLE,97,CHA,124,Quicken Loans Arena
1209,2019-04-09T23:00:00.000Z,DET,100,MEM,93,Little Caesars Arena
1210,2019-04-09T23:00:00.000Z,WAS,110,BOS,116,Capital One Arena
1211,2019-04-09T23:30:00.000Z,MIA,122,PHI,99,American Airlines Arena
1212,2019-04-10T00:00:00.000Z,CHI,86,NYK,96,United Center
1213,2019-04-10T00:00:00.000Z,MIN,100,TOR,120,Target Center
1214,2019-04-10T00:00:00.000Z,NOP,103,GSW,112,Smoothie King Center
1215,2019-04-10T00:30:00.000Z,DAL,120,PHX,109,American Airlines Center
1216,2019-04-10T01:00:00.000Z,UTA,118,DEN,108,Vivint Smart Home Arena
1217,2019-04-10T01:30:00.000Z,OKL,112,HOU,111,Chesapeake Energy Arena
1218,2019-04-10T02:30:00.000Z,LAL,101,POR,104,Staples Center
1219,2019-04-11T00:00:00.000Z,ATL,134,IND,135,State Farm Arena
1220,2019-04-11T00:00:00.000Z,BRO,113,MIA,94,Barclays Center
1221,2019-04-11T00:00:00.000Z,CHA,114,ORL,122,Spectrum Center
1222,2019-04-11T00:00:00.000Z,NYK,89,DET,115,Madison Square Garden
1223,2019-04-11T00:00:00.000Z,PHI,125,CHI,109,Wells Fargo Center
1224,2019-04-11T00:00:00.000Z,MEM,132,GSW,117,FedEx Forum
1225,2019-04-11T00:00:00.000Z,MIL,116,OKL,127,Fiserv Forum
1226,2019-04-11T00:00:00.000Z,SAS,105,DAL,94,AT&T Center
1227,2019-04-11T02:30:00.000Z,DEN,99,MIN,95,Pepsi Center
1228,2019-04-11T02:30:00.000Z,LAC,143,UTA,137,Staples Center
1229,2019-04-11T02:30:00.000Z,POR,136,SAC,131,Moda Center
